Level	Rule Name	Subject	Property	Value
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0005830	IAO:0000115	This cell line was derived from the third instar larval stage (y v f mal) of dorsal mesothoracic discs. Originated from the Miyake lab.
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0005832	IAO:0000115	This cell line was derived from the third instar larval stage (y v f mal) of dorsal mesothoracic discs. Originated from the Miyake lab.
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0005833	IAO:0000115	This cell line was derived from the third instar larval stage (y v f mal) of dorsal mesothoracic discs. Originated from the Miyake lab.
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0005827	IAO:0000115	This cell line was derived from the third instar larval stage (y v f mal) of antennal discs. Originated from the Miyake lab and cloned from its parent ML-DMD20 cell line. Cells are male, by criterion of roX expression.
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0005828	IAO:0000115	This cell line was derived from the third instar larval stage (y v f mal) of antennal discs. Originated from the Miyake lab and cloned from its parent ML-DMD20 cell line. Cells are male, by criterion of roX expression.
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0020050	IAO:0000115	The quantification of diacylglycerol 30:1 levels in a sample, typically blood 
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0020052	IAO:0000115	The quantification of diacylglycerol 30:1 levels in a sample, typically blood 
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0004833	IAO:0000115	The number of granulocytes (polymorphonuclear leukocytes) in a specified volume of blood, usually 1 cubic millimeter.
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0004842	IAO:0000115	The number of granulocytes (polymorphonuclear leukocytes) in a specified volume of blood, usually 1 cubic millimeter.
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0005090	IAO:0000115	The number of granulocytes (polymorphonuclear leukocytes) in a specified volume of blood, usually 1 cubic millimeter.
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0007987	IAO:0000115	The number of granulocytes (polymorphonuclear leukocytes) in a specified volume of blood, usually 1 cubic millimeter.
ERROR	duplicate_definition	CLO:0013982	IAO:0000115	SNP500 PANEL HUMAN VARIATION PANEL - AFRICAN AMERICAN PANEL OF 100
ERROR	duplicate_definition	CLO:0013989	IAO:0000115	SNP500 PANEL HUMAN VARIATION PANEL - AFRICAN AMERICAN PANEL OF 100
ERROR	duplicate_definition	CLO:0013990	IAO:0000115	SNP500 PANEL HUMAN VARIATION PANEL - AFRICAN AMERICAN PANEL OF 100
ERROR	duplicate_definition	CLO:0014025	IAO:0000115	SNP500 PANEL HUMAN VARIATION PANEL - AFRICAN AMERICAN PANEL OF 100
ERROR	duplicate_definition	RO:0002175	IAO:0000115	S present_in_taxon T if some instance of T has some S. This does not means that all instances of T have an S - it may only be certain life stages or sexes that have S
ERROR	duplicate_definition	obo:uberon#present_in_taxon	IAO:0000115	S present_in_taxon T if some instance of T has some S. This does not means that all instances of T have an S - it may only be certain life stages or sexes that have S
ERROR	duplicate_definition	OAE:0001861	IAO:0000115	Renal dysfunction AE is a kidney AE that has an outcome of reduced capacity to excrete metabolic products which accumulate systemically and are detectable clinicopathologically by renal function tests. The early stage of uremia.
ERROR	duplicate_definition	OAE:0002257	IAO:0000115	Renal dysfunction AE is a kidney AE that has an outcome of reduced capacity to excrete metabolic products which accumulate systemically and are detectable clinicopathologically by renal function tests. The early stage of uremia.
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010293	IAO:0000115	Quantification of the volume of the choroid plexus.
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010303	IAO:0000115	Quantification of the volume of the choroid plexus.
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010333	IAO:0000115	Quantification of the volume of the choroid plexus.
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010335	IAO:0000115	Quantification of the volume of the choroid plexus.
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010471	IAO:0000115	Quantification of chenodeoxycholate levels in a sample.
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010475	IAO:0000115	Quantification of chenodeoxycholate levels in a sample.
ERROR	duplicate_definition	CLO:0026349	IAO:0000115	POPULATION/CONVENIENCE CONTROL
ERROR	duplicate_definition	CLO:0026399	IAO:0000115	POPULATION/CONVENIENCE CONTROL
ERROR	duplicate_definition	CLO:0029036	IAO:0000115	POPULATION/CONVENIENCE CONTROL
ERROR	duplicate_definition	CLO:0029732	IAO:0000115	POPULATION/CONVENIENCE CONTROL
ERROR	duplicate_definition	CLO:0030105	IAO:0000115	POPULATION/CONVENIENCE CONTROL
ERROR	duplicate_definition	CLO:0030688	IAO:0000115	POPULATION/CONVENIENCE CONTROL
ERROR	duplicate_definition	CLO:0012496	IAO:0000115	PARKINSONS PANEL: CAUCASIAN FROM THE UNITED STATES PARKINSON'S DISEASE
ERROR	duplicate_definition	CLO:0015209	IAO:0000115	PARKINSONS PANEL: CAUCASIAN FROM THE UNITED STATES PARKINSON'S DISEASE
ERROR	duplicate_definition	CLO:0016362	IAO:0000115	PARKINSONS PANEL: CAUCASIAN FROM THE UNITED STATES PARKINSON'S DISEASE
ERROR	duplicate_definition	CLO:0032601	IAO:0000115	PARKINSONS PANEL: CAUCASIAN FROM THE UNITED STATES PARKINSON'S DISEASE
ERROR	duplicate_definition	CLO:0033747	IAO:0000115	PARKINSONS PANEL: CAUCASIAN FROM THE UNITED STATES PARKINSON'S DISEASE
ERROR	duplicate_definition	CLO:0014404	IAO:0000115	PARKINSON'S DISEASE PARKINSONS PANEL: CAUCASIAN FROM THE UNITED STATES
ERROR	duplicate_definition	CLO:0028397	IAO:0000115	PARKINSON'S DISEASE PARKINSONS PANEL: CAUCASIAN FROM THE UNITED STATES
ERROR	duplicate_definition	CLO:0031226	IAO:0000115	NON-OBESE CONTROLS MONOZYGOTIC TWIN PAIRS APPARENTLY HEALTHY NON-FETAL TISSUE
ERROR	duplicate_definition	CLO:0031234	IAO:0000115	NON-OBESE CONTROLS MONOZYGOTIC TWIN PAIRS APPARENTLY HEALTHY NON-FETAL TISSUE
ERROR	duplicate_definition	CLO:0031254	IAO:0000115	NON-OBESE CONTROLS MONOZYGOTIC TWIN PAIRS APPARENTLY HEALTHY NON-FETAL TISSUE
ERROR	duplicate_definition	CLO:0031260	IAO:0000115	NON-OBESE CONTROLS MONOZYGOTIC TWIN PAIRS APPARENTLY HEALTHY NON-FETAL TISSUE
ERROR	duplicate_definition	CLO:0031272	IAO:0000115	NON-OBESE CONTROLS MONOZYGOTIC TWIN PAIRS APPARENTLY HEALTHY NON-FETAL TISSUE
ERROR	duplicate_definition	CLO:0031275	IAO:0000115	NON-OBESE CONTROLS MONOZYGOTIC TWIN PAIRS APPARENTLY HEALTHY NON-FETAL TISSUE
ERROR	duplicate_definition	CLO:0031276	IAO:0000115	NON-OBESE CONTROLS MONOZYGOTIC TWIN PAIRS APPARENTLY HEALTHY NON-FETAL TISSUE
ERROR	duplicate_definition	CLO:0031509	IAO:0000115	NON-OBESE CONTROLS MONOZYGOTIC TWIN PAIRS APPARENTLY HEALTHY NON-FETAL TISSUE
ERROR	duplicate_definition	CLO:0031531	IAO:0000115	NON-OBESE CONTROLS MONOZYGOTIC TWIN PAIRS APPARENTLY HEALTHY NON-FETAL TISSUE
ERROR	duplicate_definition	CLO:0031534	IAO:0000115	NON-OBESE CONTROLS MONOZYGOTIC TWIN PAIRS APPARENTLY HEALTHY NON-FETAL TISSUE
ERROR	duplicate_definition	CLO:0031535	IAO:0000115	NON-OBESE CONTROLS MONOZYGOTIC TWIN PAIRS APPARENTLY HEALTHY NON-FETAL TISSUE
ERROR	duplicate_definition	CLO:0031609	IAO:0000115	NON-OBESE CONTROLS MONOZYGOTIC TWIN PAIRS APPARENTLY HEALTHY NON-FETAL TISSUE
ERROR	duplicate_definition	CLO:0031611	IAO:0000115	NON-OBESE CONTROLS MONOZYGOTIC TWIN PAIRS APPARENTLY HEALTHY NON-FETAL TISSUE
ERROR	duplicate_definition	CLO:0031228	IAO:0000115	NON-OBESE CONTROLS APPARENTLY HEALTHY NON-FETAL TISSUE MONOZYGOTIC TWIN PAIRS
ERROR	duplicate_definition	CLO:0031236	IAO:0000115	NON-OBESE CONTROLS APPARENTLY HEALTHY NON-FETAL TISSUE MONOZYGOTIC TWIN PAIRS
ERROR	duplicate_definition	CLO:0031278	IAO:0000115	NON-OBESE CONTROLS APPARENTLY HEALTHY NON-FETAL TISSUE MONOZYGOTIC TWIN PAIRS
ERROR	duplicate_definition	CLO:0031280	IAO:0000115	NON-OBESE CONTROLS APPARENTLY HEALTHY NON-FETAL TISSUE MONOZYGOTIC TWIN PAIRS
ERROR	duplicate_definition	CLO:0031510	IAO:0000115	NON-OBESE CONTROLS APPARENTLY HEALTHY NON-FETAL TISSUE MONOZYGOTIC TWIN PAIRS
ERROR	duplicate_definition	CLO:0031529	IAO:0000115	NON-OBESE CONTROLS APPARENTLY HEALTHY NON-FETAL TISSUE MONOZYGOTIC TWIN PAIRS
ERROR	duplicate_definition	CLO:0031607	IAO:0000115	NON-OBESE CONTROLS APPARENTLY HEALTHY NON-FETAL TISSUE MONOZYGOTIC TWIN PAIRS
ERROR	duplicate_definition	CLO:0031612	IAO:0000115	NON-OBESE CONTROLS APPARENTLY HEALTHY NON-FETAL TISSUE MONOZYGOTIC TWIN PAIRS
ERROR	duplicate_definition	CLO:0031668	IAO:0000115	NON-OBESE CONTROLS APPARENTLY HEALTHY NON-FETAL TISSUE MONOZYGOTIC TWIN PAIRS
ERROR	duplicate_definition	CLO:0031227	IAO:0000115	MONOZYGOTIC TWIN PAIRS NON-OBESE CONTROLS APPARENTLY HEALTHY NON-FETAL TISSUE
ERROR	duplicate_definition	CLO:0031239	IAO:0000115	MONOZYGOTIC TWIN PAIRS NON-OBESE CONTROLS APPARENTLY HEALTHY NON-FETAL TISSUE
ERROR	duplicate_definition	CLO:0031256	IAO:0000115	MONOZYGOTIC TWIN PAIRS NON-OBESE CONTROLS APPARENTLY HEALTHY NON-FETAL TISSUE
ERROR	duplicate_definition	CLO:0031274	IAO:0000115	MONOZYGOTIC TWIN PAIRS NON-OBESE CONTROLS APPARENTLY HEALTHY NON-FETAL TISSUE
ERROR	duplicate_definition	CLO:0031281	IAO:0000115	MONOZYGOTIC TWIN PAIRS NON-OBESE CONTROLS APPARENTLY HEALTHY NON-FETAL TISSUE
ERROR	duplicate_definition	CLO:0031517	IAO:0000115	MONOZYGOTIC TWIN PAIRS NON-OBESE CONTROLS APPARENTLY HEALTHY NON-FETAL TISSUE
ERROR	duplicate_definition	CLO:0031519	IAO:0000115	MONOZYGOTIC TWIN PAIRS NON-OBESE CONTROLS APPARENTLY HEALTHY NON-FETAL TISSUE
ERROR	duplicate_definition	CLO:0031533	IAO:0000115	MONOZYGOTIC TWIN PAIRS NON-OBESE CONTROLS APPARENTLY HEALTHY NON-FETAL TISSUE
ERROR	duplicate_definition	CLO:0031606	IAO:0000115	MONOZYGOTIC TWIN PAIRS NON-OBESE CONTROLS APPARENTLY HEALTHY NON-FETAL TISSUE
ERROR	duplicate_definition	CLO:0031610	IAO:0000115	MONOZYGOTIC TWIN PAIRS NON-OBESE CONTROLS APPARENTLY HEALTHY NON-FETAL TISSUE
ERROR	duplicate_definition	CLO:0031198	IAO:0000115	MONOZYGOTIC TWIN PAIRS APPARENTLY HEALTHY NON-FETAL TISSUE NON-OBESE CONTROLS
ERROR	duplicate_definition	CLO:0031201	IAO:0000115	MONOZYGOTIC TWIN PAIRS APPARENTLY HEALTHY NON-FETAL TISSUE NON-OBESE CONTROLS
ERROR	duplicate_definition	CLO:0031238	IAO:0000115	MONOZYGOTIC TWIN PAIRS APPARENTLY HEALTHY NON-FETAL TISSUE NON-OBESE CONTROLS
ERROR	duplicate_definition	CLO:0031257	IAO:0000115	MONOZYGOTIC TWIN PAIRS APPARENTLY HEALTHY NON-FETAL TISSUE NON-OBESE CONTROLS
ERROR	duplicate_definition	CLO:0031263	IAO:0000115	MONOZYGOTIC TWIN PAIRS APPARENTLY HEALTHY NON-FETAL TISSUE NON-OBESE CONTROLS
ERROR	duplicate_definition	CLO:0031504	IAO:0000115	MONOZYGOTIC TWIN PAIRS APPARENTLY HEALTHY NON-FETAL TISSUE NON-OBESE CONTROLS
ERROR	duplicate_definition	CLO:0031516	IAO:0000115	MONOZYGOTIC TWIN PAIRS APPARENTLY HEALTHY NON-FETAL TISSUE NON-OBESE CONTROLS
ERROR	duplicate_definition	CLO:0031580	IAO:0000115	MONOZYGOTIC TWIN PAIRS APPARENTLY HEALTHY NON-FETAL TISSUE NON-OBESE CONTROLS
ERROR	duplicate_definition	CLO:0031601	IAO:0000115	MONOZYGOTIC TWIN PAIRS APPARENTLY HEALTHY NON-FETAL TISSUE NON-OBESE CONTROLS
ERROR	duplicate_definition	CLO:0031665	IAO:0000115	MONOZYGOTIC TWIN PAIRS APPARENTLY HEALTHY NON-FETAL TISSUE NON-OBESE CONTROLS
ERROR	duplicate_definition	CLO:0031666	IAO:0000115	MONOZYGOTIC TWIN PAIRS APPARENTLY HEALTHY NON-FETAL TISSUE NON-OBESE CONTROLS
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010855	IAO:0000115	Lymphoblastoid cell line from an Esan male from Nigeria
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010858	IAO:0000115	Lymphoblastoid cell line from an Esan male from Nigeria
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010859	IAO:0000115	Lymphoblastoid cell line from an Esan male from Nigeria
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010868	IAO:0000115	Lymphoblastoid cell line from an Esan male from Nigeria
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010871	IAO:0000115	Lymphoblastoid cell line from an Esan male from Nigeria
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010873	IAO:0000115	Lymphoblastoid cell line from an Esan male from Nigeria
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010874	IAO:0000115	Lymphoblastoid cell line from an Esan male from Nigeria
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010875	IAO:0000115	Lymphoblastoid cell line from an Esan male from Nigeria
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010886	IAO:0000115	Lymphoblastoid cell line from an Esan male from Nigeria
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010856	IAO:0000115	Lymphoblastoid cell line from an Esan female from Nigeria
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010857	IAO:0000115	Lymphoblastoid cell line from an Esan female from Nigeria
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010869	IAO:0000115	Lymphoblastoid cell line from an Esan female from Nigeria
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010870	IAO:0000115	Lymphoblastoid cell line from an Esan female from Nigeria
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010872	IAO:0000115	Lymphoblastoid cell line from an Esan female from Nigeria
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010876	IAO:0000115	Lymphoblastoid cell line from an Esan female from Nigeria
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010877	IAO:0000115	Lymphoblastoid cell line from an Esan female from Nigeria
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010885	IAO:0000115	Lymphoblastoid cell line from an Esan female from Nigeria
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010863	IAO:0000115	Lymphoblastoid cell line from a Mende male from Sierra Leone
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010865	IAO:0000115	Lymphoblastoid cell line from a Mende male from Sierra Leone
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010879	IAO:0000115	Lymphoblastoid cell line from a Mende male from Sierra Leone
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010880	IAO:0000115	Lymphoblastoid cell line from a Mende male from Sierra Leone
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010881	IAO:0000115	Lymphoblastoid cell line from a Mende male from Sierra Leone
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010882	IAO:0000115	Lymphoblastoid cell line from a Mende male from Sierra Leone
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010883	IAO:0000115	Lymphoblastoid cell line from a Mende male from Sierra Leone
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010884	IAO:0000115	Lymphoblastoid cell line from a Mende male from Sierra Leone
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010888	IAO:0000115	Lymphoblastoid cell line from a Mende male from Sierra Leone
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010889	IAO:0000115	Lymphoblastoid cell line from a Mende male from Sierra Leone
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010864	IAO:0000115	Lymphoblastoid cell line from a Mende female from Sierra Leone
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010866	IAO:0000115	Lymphoblastoid cell line from a Mende female from Sierra Leone
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010867	IAO:0000115	Lymphoblastoid cell line from a Mende female from Sierra Leone
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010878	IAO:0000115	Lymphoblastoid cell line from a Mende female from Sierra Leone
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010887	IAO:0000115	Lymphoblastoid cell line from a Mende female from Sierra Leone
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010890	IAO:0000115	Lymphoblastoid cell line from a Mende female from Sierra Leone
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010838	IAO:0000115	Lymphoblastoid cell line from a Maasai male from Kinyawa, Kenya
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010839	IAO:0000115	Lymphoblastoid cell line from a Maasai male from Kinyawa, Kenya
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010836	IAO:0000115	Lymphoblastoid cell line from a Luhya male from Webuye, Kenya
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010837	IAO:0000115	Lymphoblastoid cell line from a Luhya male from Webuye, Kenya
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010842	IAO:0000115	Lymphoblastoid cell line from a Gambian male from the Western Division in the Gambia
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010843	IAO:0000115	Lymphoblastoid cell line from a Gambian male from the Western Division in the Gambia
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010844	IAO:0000115	Lymphoblastoid cell line from a Gambian male from the Western Division in the Gambia
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010845	IAO:0000115	Lymphoblastoid cell line from a Gambian male from the Western Division in the Gambia
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010846	IAO:0000115	Lymphoblastoid cell line from a Gambian male from the Western Division in the Gambia
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010847	IAO:0000115	Lymphoblastoid cell line from a Gambian male from the Western Division in the Gambia
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010849	IAO:0000115	Lymphoblastoid cell line from a Gambian male from the Western Division in the Gambia
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010853	IAO:0000115	Lymphoblastoid cell line from a Gambian male from the Western Division in the Gambia
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010861	IAO:0000115	Lymphoblastoid cell line from a Gambian male from the Western Division in the Gambia
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010862	IAO:0000115	Lymphoblastoid cell line from a Gambian male from the Western Division in the Gambia
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010841	IAO:0000115	Lymphoblastoid cell line from a Gambian female from the Western Division in the Gambia
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010848	IAO:0000115	Lymphoblastoid cell line from a Gambian female from the Western Division in the Gambia
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010850	IAO:0000115	Lymphoblastoid cell line from a Gambian female from the Western Division in the Gambia
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010851	IAO:0000115	Lymphoblastoid cell line from a Gambian female from the Western Division in the Gambia
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010852	IAO:0000115	Lymphoblastoid cell line from a Gambian female from the Western Division in the Gambia
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010854	IAO:0000115	Lymphoblastoid cell line from a Gambian female from the Western Division in the Gambia
ERROR	duplicate_definition	http://www.ebi.ac.uk/efo/EFO_0010860	IAO:0000115	Lymphoblastoid cell line from a Gambian female from the Western Division in the Gambia
ERROR	duplicate_definition	CLO:0021565	IAO:0000115	LAMIN A/C; LMNA HUTCHINSON-GILFORD PROGERIA SYNDROME; HGPS
ERROR	duplicate_definition	CLO:0022604	IAO:0000115	LAMIN A/C; LMNA HUTCHINSON-GILFORD PROGERIA SYNDROME; HGPS
ERROR	duplicate_definition	http://www.bioassayontology.org/bao#BAO_0000813	IAO:0000115	It is an MLSCN (pilot phase) screening center.
ERROR	duplicate_definition	http://www.bioassayontology.org/bao#BAO_0000899	IAO:0000115	It is an MLSCN (pilot phase) screening center.
ERROR	duplicate_definition	http://www.bioassayontology.org/bao#BAO_0000989	IAO:0000115	It is an MLSCN (pilot phase) screening center.
ERROR	duplicate_definition	http://www.bioassayontology.org/bao#BAO_0001043	IAO:0000115	It is an MLSCN (pilot phase) screening center.
ERROR	duplicate_definition	http://www.bioassayontology.org/bao#BAO_0000869	IAO:0000115	It is an MLPCN comprehensive screening center.
ERROR	duplicate_definition	http://www.bioassayontology.org/bao#BAO_0000871	IAO:0000115	It is an MLPCN comprehensive screening center.
ERROR	duplicate_definition	http://www.bioassayontology.org/bao#BAO_0000973	IAO:0000115	It is an MLPCN comprehensive screening center.
ERROR	duplicate_definition	http://www.bioassayontology.org/bao#BAO_0001031	IAO:0000115	It is an MLPCN comprehensive screening center.
ERROR	duplicate_definition	http://www.bioassayontology.org/bao#BAO_0000791	IAO:0000115	It is a specialized screening center of MLPCN.
ERROR	duplicate_definition	http://www.bioassayontology.org/bao#BAO_0000951	IAO:0000115	It is a specialized screening center of MLPCN.
ERROR	duplicate_definition	http://www.bioassayontology.org/bao#BAO_0000977	IAO:0000115	It is a specialized screening center of MLPCN.
ERROR	duplicate_definition	CLO:0016995	IAO:0000115	HUMAN VARIATION PANEL - HAN PEOPLE OF LOS ANGELES PANEL OF 24 HUMAN VARIATION PANEL - HAN PEOPLE OF LOS ANGELES PANEL OF 100 HUMAN VARIATION PANEL - HAN PEOPLE OF LOS ANGELES PANEL OF 16
ERROR	duplicate_definition	CLO:0017045	IAO:0000115	HUMAN VARIATION PANEL - HAN PEOPLE OF LOS ANGELES PANEL OF 24 HUMAN VARIATION PANEL - HAN PEOPLE OF LOS ANGELES PANEL OF 100 HUMAN VARIATION PANEL - HAN PEOPLE OF LOS ANGELES PANEL OF 16
ERROR	duplicate_definition	CLO:0017046	IAO:0000115	HUMAN VARIATION PANEL - HAN PEOPLE OF LOS ANGELES PANEL OF 24 HUMAN VARIATION PANEL - HAN PEOPLE OF LOS ANGELES PANEL OF 100 HUMAN VARIATION PANEL - HAN PEOPLE OF LOS ANGELES PANEL OF 16
ERROR	duplicate_definition	CLO:0016564	IAO:0000115	HUMAN VARIATION PANEL - HAN PEOPLE OF LOS ANGELES PANEL OF 24 HUMAN VARIATION PANEL - HAN PEOPLE OF LOS ANGELES PANEL OF 100
ERROR	duplicate_definition	CLO:0016565	IAO:0000115	HUMAN VARIATION PANEL - HAN PEOPLE OF LOS ANGELES PANEL OF 24 HUMAN VARIATION PANEL - HAN PEOPLE OF LOS ANGELES PANEL OF 100
ERROR	duplicate_definition	CLO:0016566	IAO:0000115	HUMAN VARIATION PANEL - HAN PEOPLE OF LOS ANGELES PANEL OF 24 HUMAN VARIATION PANEL - HAN PEOPLE OF LOS ANGELES PANEL OF 100
ERROR	duplicate_definition	CLO:0016567	IAO:0000115	HUMAN VARIATION PANEL - HAN PEOPLE OF LOS ANGELES PANEL OF 24 HUMAN VARIATION PANEL - HAN PEOPLE OF LOS ANGELES PANEL OF 100
ERROR	duplicate_definition	CLO:0016568	IAO:0000115	HUMAN VARIATION PANEL - HAN PEOPLE OF LOS ANGELES PANEL OF 24 HUMAN VARIATION PANEL - HAN PEOPLE OF LOS ANGELES PANEL OF 100
ERROR	duplicate_definition	CLO:0017024	IAO:0000115	HUMAN VARIATION PANEL - HAN PEOPLE OF LOS ANGELES PANEL OF 24 HUMAN VARIATION PANEL - HAN PEOPLE OF LOS ANGELES PANEL OF 100
